listing_id,available_date,available,price,minimum_nights,maximum_nights
5769019,2020/10/22,f,95,1,1
5537904,2020/10/22,t,170,2,1125
5509230,2020/10/22,f,47,30,1125
5509268,2020/10/20,f,72,1,1125
5509889,2020/10/20,f,125,3,365
5510194,2020/10/22,f,300,3,1125
5538269,2020/10/22,f,300,3,1125
5538928,2020/10/20,f,120,2,15
5539034,2020/10/22,t,110,2,1125
5539135,2020/10/24,f,350,1,1125
5539288,2020/10/20,f,500,1,1125
5544175,2020/10/20,t,300,3,1125
5546393,2020/10/22,f,300,1,1125
5510293,2020/10/20,f,102,7,1125
5510324,2020/10/22,f,150,2,180
5511060,2020/10/20,f,300,4,7
5549268,2020/10/20,f,500,2,9
5511174,2020/10/23,f,35,1,1125
5549432,2020/10/20,f,130,2,21
5774327,2020/10/20,t,515,1,1125
5512277,2020/10/24,f,90,3,1125
5775285,2020/10/20,f,400,28,1125
5512398,2020/10/22,f,100,1,1125
5549457,2020/10/20,f,200,1,1125
5516786,2020/10/22,f,299,3,1125
5549898,2020/10/20,f,49,2,10
5550807,2020/10/20,f,250,1,1125
5780591,2020/10/22,f,60,2,1125
5519058,2020/10/20,f,250,1,3
5550894,2020/10/22,f,650,3,1125
5551188,2020/10/22,f,350,1,1125
5521345,2020/10/20,t,79,2,1125
5521352,2020/10/20,t,150,1,1125
5794015,2020/10/21,f,169,1,1125
5552689,2020/10/20,f,300,3,28
5523235,2020/10/22,f,250,1,1125
5523507,2020/10/20,f,128,30,100
5557483,2020/10/20,f,50,1,1125
5806636,2020/10/20,f,140,3,1125
5524129,2020/10/20,f,400,1,1125
5524366,2020/10/20,f,145,12,1125
5524407,2020/10/20,t,300,1,1125
5524631,2020/10/23,t,1099,1,1125
5524728,2020/10/22,f,249,1,7
5557742,2020/10/22,f,1200,1,1125
5811482,2020/10/21,t,299,5,1125
5524966,2020/10/20,f,350,1,1125
5525252,2020/10/21,t,650,1,1125
5558324,2020/10/21,f,99,2,1125
5525466,2020/10/20,f,150,1,1125
5525531,2020/10/20,f,200,1,1125
5527298,2020/10/20,f,349,2,10
5530513,2020/10/21,f,555,3,30
5558744,2020/10/24,f,95,1,1125
5561157,2020/10/20,f,150,2,1100
5530526,2020/10/20,f,350,3,1125
5566540,2020/10/20,f,850,7,14
5813732,2020/10/22,f,95,30,1125
5568589,2020/10/20,f,1250,4,23
7108253,2020/10/20,t,37,30,1125
5819674,2020/10/22,f,165,2,1125
5568864,2020/10/22,f,750,,
7143120,2020/10/22,f,75,28,365
7146530,2020/10/20,f,130,2,1125
5570765,2020/10/20,f,125,1,4
5851471,2020/10/22,f,80,4,1125
7171128,2020/10/22,t,125,2,1125
5571901,2020/10/20,f,799,3,1125
5851765,2020/10/20,f,75,3,1125
5572837,2020/10/22,f,499,1,1125
5576311,2020/10/20,f,25,20,90
7180503,2020/10/20,f,60,1,6
5580263,2020/10/20,f,1800,1,14
5580918,2020/10/20,f,600,3,1125
7180621,2020/10/22,f,47,1,1125
7202167,2020/10/21,f,180,2,27
5587184,2020/10/20,f,80,1,1125
5869022,2020/10/24,t,80,1,1125
7222766,2020/10/20,f,300,2,1125
7226096,2020/10/20,f,350,2,4
5590653,2020/10/20,f,800,1,1125
5871200,2020/10/22,f,145,1,8
7239077,2020/10/22,f,515,2,1125
5591862,2020/10/20,f,500,1,1125
5873238,2020/10/20,f,83,1,1125
7243467,2020/10/20,f,290,3,1125
5592752,2020/10/20,f,230,1,1125
7247795,2020/10/23,f,250,4,1125
5593491,2020/10/22,f,399,,
5884972,2020/10/22,f,199,1,1125
7260963,2020/10/22,f,350,2,14
5593563,2020/10/20,f,425,1,1125
5928354,2020/10/20,f,550,1,1125
7264070,2020/10/22,f,140,3,1125
5594027,2020/10/22,t,500,1,1125
5928519,2020/10/20,f,500,1,1125
7264951,2020/10/20,f,225,3,1125
5600950,2020/10/22,f,400,1,1125
7279240,2020/10/21,f,55,2,1125
5601570,2020/10/20,f,90,2,1125
7306419,2020/10/22,f,129,2,1125
5602667,2020/10/22,f,125,1,1125
5602972,2020/10/20,f,50,3,31
5928709,2020/10/20,f,66,2,9
7308730,2020/10/20,f,50,240,365
7330232,2020/10/21,t,255,2,30
5603007,2020/10/22,t,1126,1,1125
7345104,2020/10/20,t,654,2,28
5603014,2020/10/22,f,40,1,1125
5941641,2020/10/22,f,150,1,1125
7351170,2020/10/20,f,144,3,1125
5603829,2020/10/20,f,250,3,50
7364825,2020/10/24,f,75,29,1125
5992071,2020/10/20,f,145,1,1125
5607191,2020/10/22,f,115,1,1125
5607471,2020/10/20,f,300,1,1125
6016413,2020/10/22,f,150,4,1125
5607608,2020/10/20,f,140,3,12
5612495,2020/10/20,f,141,2,9
7417004,2020/10/20,f,153,2,1125
7431430,2020/10/24,f,99,2,1125
5615072,2020/10/20,f,150,2,1125
6017483,2020/10/20,f,150,10,60
7435259,2020/10/20,f,105,30,1125
5616235,2020/10/20,f,125,5,1125
7437292,2020/10/22,f,253,2,1125
6025598,2020/10/22,f,375,30,1125
5617119,2020/10/20,f,375,2,1125
6056285,2020/10/20,f,150,2,1125
7440637,2020/10/22,f,37,29,1125
5617149,2020/10/20,f,139,2,25
7462553,2020/10/24,f,75,2,1125
7462609,2020/10/24,f,65,3,1125
6056676,2020/10/20,f,150,20,90
7482140,2020/10/20,f,600,1,1125
5618093,2020/10/20,f,425,1,1125
5618324,2020/10/22,f,200,1,1125
7492335,2020/10/22,f,150,1,1125
6063670,2020/10/22,f,342,4,360
5618529,2020/10/20,f,140,2,1125
7492691,2020/10/22,f,100,2,1125
5619107,2020/10/20,f,200,1,1125
6088588,2020/10/20,f,450,2,1125
7495575,2020/10/20,f,130,1,15
5623752,2020/10/20,f,69,3,1125
7531639,2020/10/20,t,80,1,1125
6092667,2020/10/20,f,50,3,1125
5625746,2020/10/22,f,90,1,1125
7576657,2020/10/20,f,170,4,1125
5626595,2020/10/22,f,200,1,1125
6093246,2020/10/20,t,600,2,30
7577428,2020/10/21,t,149,1,2
7579302,2020/10/20,f,125,2,1125
6093402,2020/10/22,f,195,3,1125
5627249,2020/10/22,f,400,3,1125
7579394,2020/10/20,f,125,2,1125
5631123,2020/10/23,f,70,1,1125
6100305,2020/10/24,f,169,3,1125
5632201,2020/10/22,f,80,1,1125
7581865,2020/10/22,f,350,2,10
6116865,2020/10/20,t,149,1,1125
5636464,2020/10/22,f,400,1,1125
7582622,2020/10/21,f,3000,5,1125
6118674,2020/10/20,f,85,1,1125
5637884,2020/10/22,f,350,1,1125
5639508,2020/10/22,f,849,2,10
7593593,2020/10/22,f,500,1,1125
6120864,2020/10/22,f,125,,
5641624,2020/10/20,f,150,1,1125
7618643,2020/10/22,f,5000,3,1125
6131087,2020/10/20,f,400,2,1125
5641633,2020/10/20,f,200,1,1125
7619069,2020/10/20,f,68,1,1125
6157746,2020/10/20,f,105,2,1125
7633129,2020/10/20,f,500,1,1125
5641970,2020/10/22,f,275,3,1125
5642926,2020/10/22,f,200,1,1125
7634469,2020/10/21,f,28,31,1125
6169536,2020/10/21,t,70,1,1125
5647599,2020/10/22,f,125,1,1125
7637956,2020/10/22,f,110,60,365
7638756,2020/10/20,f,89,1,1125
5647715,2020/10/22,f,300,2,1125
5648485,2020/10/20,f,199,1,1125
7649234,2020/10/22,f,170,30,1125
5649246,2020/10/20,f,200,1,1125
5649699,2020/10/22,f,30,1,1125
5650946,2020/10/20,f,500,1,1125
5651347,2020/10/20,f,150,1,1125
7651943,2020/10/22,f,325,4,1125
7662548,2020/10/22,f,140,4,1125
7689262,2020/10/22,f,90,1,1125
7690676,2020/10/22,f,45,1,10
5651702,2020/10/20,f,400,1,1125
5652198,2020/10/20,f,75,1,1125
5652310,2020/10/22,f,99,1,1125
7699233,2020/10/22,f,64,1,1125
5653621,2020/10/22,f,200,1,1125
7702099,2020/10/21,f,45,1,13
6184106,2020/10/20,f,999,90,1125
7706359,2020/10/20,f,150,360,500
5659852,2020/10/20,f,550,1,6
7709309,2020/10/21,f,36,30,1125
6185503,2020/10/20,f,45,2,1125
5660373,2020/10/21,f,160,30,1125
7717113,2020/10/21,f,48,1,1125
5660770,2020/10/22,f,370,,
5666350,2020/10/20,f,250,1,1125
6186041,2020/10/20,f,250,2,1125
5667556,2020/10/20,f,250,1,1125
6187395,2020/10/23,f,140,1,1125
7725153,2020/10/20,f,450,1,1125
6194282,2020/10/21,t,38,31,1125
5669646,2020/10/20,f,225,2,1125
5669658,2020/10/20,f,105,5,24
7727704,2020/10/22,f,380,1,1125
6194285,2020/10/23,f,38,31,1125
6198536,2020/10/20,f,299,3,31
7729746,2020/10/20,f,249,2,1125
5670682,2020/10/22,f,80,1,1125
7730776,2020/10/24,f,331,2,1125
5670726,2020/10/24,f,220,2,16
6214178,2020/10/20,t,127,1,365
5671821,2020/10/20,f,75,4,1125
7746849,2020/10/20,f,37,30,1125
7750051,2020/10/20,f,50,2,7
5672823,2020/10/24,f,200,1,1125
6234498,2020/10/20,t,150,2,1125
7750755,2020/10/20,f,37,29,1125
5673112,2020/10/20,f,550,1,1125
5673145,2020/10/20,f,49,30,180
6238933,2020/10/20,t,400,2,1124
7787003,2020/10/20,f,110,3,90
7787682,2020/10/20,f,70,1,1125
5673299,2020/10/24,f,350,1,1125
6248576,2020/10/20,f,52,90,1125
7797703,2020/10/20,f,100,2,1125
6250110,2020/10/20,f,100,31,90
5685281,2020/10/22,f,200,1,1125
7802292,2020/10/20,f,185,2,1125
7802995,2020/10/20,f,80,2,1125
5686309,2020/10/20,t,175,1,1125
6260941,2020/10/20,f,100,7,1125
5693337,2020/10/20,f,170,1,1125
7805994,2020/10/20,f,149,3,1125
6277444,2020/10/20,f,38,1,1125
5695124,2020/10/22,f,175,1,1125
7808418,2020/10/20,f,200,1,1125
5697049,2020/10/20,f,395,3,3
7811193,2020/10/21,f,300,2,13
6285645,2020/10/20,f,50,1,1125
7818596,2020/10/20,f,750,3,14
6288166,2020/10/20,f,100,1,1125
7825288,2020/10/20,f,600,2,4
5697316,2020/10/20,f,300,1,1125
6291496,2020/10/22,f,250,2,5
5702254,2020/10/22,f,22,31,1125
7825977,2020/10/22,t,205,1,365
6291810,2020/10/20,f,566,3,1125
7826186,2020/10/22,t,190,1,365
7836170,2020/10/20,f,525,3,1125
5706306,2020/10/23,f,150,2,1125
7836824,2020/10/20,f,50,1,10
5706852,2020/10/20,f,70,1,1125
7837707,2020/10/22,f,159,2,180
7839215,2020/10/22,f,199,1,1125
5718336,2020/10/20,f,88,3,4
6311988,2020/10/20,t,325,2,1125
5718552,2020/10/20,f,140,2,1125
7844285,2020/10/24,t,37,30,1125
5728862,2020/10/22,f,299,3,1125
7853521,2020/10/24,f,60,1,1125
6325661,2020/10/22,f,846,2,4
7853960,2020/10/20,f,2500,1,1125
5729593,2020/10/20,f,135,2,1125
7856390,2020/10/20,f,120,2,1125
5736280,2020/10/21,f,18,30,120
7859434,2020/10/21,f,649,4,1125
5755416,2020/10/20,f,145,14,500
6330479,2020/10/22,f,40,1,1125
7859914,2020/10/20,f,59,1,1125
5761331,2020/10/22,f,99,2,1125
7870808,2020/10/22,f,50,,
6347473,2020/10/20,f,100,2,1125
5768194,2020/10/24,f,380,1,1125
5768833,2020/10/20,f,99,2,1125
7872804,2020/10/20,f,110,2,35
8090183,2020/10/20,f,75,2,21
7881350,2020/10/22,f,60,1,1125
6391710,2020/10/22,f,150,2,1125
7881703,2020/10/20,f,80,3,120
8090353,2020/10/20,f,300,2,1125
8101620,2020/10/22,f,220,2,3
7884925,2020/10/22,f,500,1,1125
6404272,2020/10/20,f,35,1,1125
7894111,2020/10/22,t,250,2,1125
8106607,2020/10/22,f,99,30,1125
8117242,2020/10/21,f,1000,3,1125
7895103,2020/10/22,f,129,1,1125
8118902,2020/10/20,f,400,3,30
6430521,2020/10/20,f,325,2,10
7897305,2020/10/20,f,150,2,1125
8131911,2020/10/20,f,149,2,1125
7899546,2020/10/20,f,112,2,1125
6432177,2020/10/20,t,129,2,1125
7902053,2020/10/20,f,1000,3,10
8135306,2020/10/22,f,175,4,1125
8149550,2020/10/22,t,309,,
7902095,2020/10/22,f,240,2,7
6449683,2020/10/20,f,155,28,180
8167068,2020/10/22,f,55,,
8167348,2020/10/20,f,150,2,1125
7902384,2020/10/22,f,160,2,1125
7915978,2020/10/20,f,2500,2,1125
7917741,2020/10/20,f,900,1,1125
6490112,2020/10/24,f,105,1,1125
8170048,2020/10/20,f,79,1,1125
6491526,2020/10/22,f,160,2,1125
8171923,2020/10/20,f,45,3,10
7922035,2020/10/20,f,200,2,4
7932066,2020/10/20,f,99,30,1125
8172036,2020/10/22,f,300,3,1125
6539818,2020/10/24,f,150,2,60
7935687,2020/10/20,f,120,30,1125
8172120,2020/10/22,f,215,1,1125
7936442,2020/10/20,f,150,2,1125
6545616,2020/10/20,f,40,1,20
8185376,2020/10/20,f,176,3,1125
8186176,2020/10/20,f,225,2,30
7937786,2020/10/20,t,300,2,1125
6560787,2020/10/20,f,150,2,15
7946971,2020/10/20,f,200,1,1125
8186947,2020/10/20,f,350,1,4
6570493,2020/10/22,f,105,,
6572544,2020/10/21,t,1200,1,1125
7970274,2020/10/20,f,1900,4,14
7971903,2020/10/22,f,66,2,1125
8190834,2020/10/20,f,115,4,1125
7980411,2020/10/20,f,190,2,1125
6575767,2020/10/21,f,495,2,1125
8208157,2020/10/21,f,210,2,1125
7985608,2020/10/22,t,300,2,1125
6584889,2020/10/20,f,145,2,1125
7996932,2020/10/22,f,65,1,8
6586376,2020/10/21,f,65,2,1125
8032556,2020/10/20,f,185,3,1125
8034552,2020/10/20,f,55,1,1125
6586413,2020/10/22,f,238,3,1125
8213171,2020/10/21,t,311,3,1125
8034612,2020/10/20,f,41,3,30
6586651,2020/10/22,f,100,30,200
6590801,2020/10/20,f,145,1,1125
8063156,2020/10/20,f,200,4,4
8067300,2020/10/20,f,110,2,1125
8214182,2020/10/20,f,26,1,5
8069972,2020/10/20,f,95,3,21
8222790,2020/10/24,f,156,2,1125
8070894,2020/10/20,f,37,29,1125
6591757,2020/10/20,f,40,1,1125
8227170,2020/10/20,f,179,2,180
8084195,2020/10/20,t,759,2,12
8086913,2020/10/20,f,289,1,1125
8235178,2020/10/20,t,225,2,1125
6596091,2020/10/22,f,200,,
8540638,2020/10/24,f,55,2,14
8238039,2020/10/20,f,180,3,5
8241511,2020/10/20,f,225,365,365
8540885,2020/10/24,f,645,2,1125
6603660,2020/10/20,f,155,1,1125
8253159,2020/10/20,f,95,2,28
8541039,2020/10/22,f,980,2,1125
8253830,2020/10/20,f,30,1,1125
8549483,2020/10/22,f,152,1,1125
6608652,2020/10/20,f,130,1,1125
8253891,2020/10/20,f,114,2,1125
8550852,2020/10/20,f,500,1,1125
8255065,2020/10/20,f,100,1,1125
6612246,2020/10/22,f,115,1,1125
8551560,2020/10/20,f,220,7,365
8268045,2020/10/20,t,93,30,1125
8554989,2020/10/20,t,350,1,1125
8268970,2020/10/22,f,119,1,1125
6613299,2020/10/20,f,125,2,1125
8555708,2020/10/20,f,250,7,1125
8274367,2020/10/22,f,150,2,10
8569523,2020/10/22,f,250,1,1125
8275886,2020/10/20,t,115,1,7
6616920,2020/10/20,f,200,1,1125
8577438,2020/10/22,f,300,1,1125
8276110,2020/10/22,f,100,1,1125
6625929,2020/10/20,f,120,2,1125
8284053,2020/10/20,f,179,1,3
8577931,2020/10/22,f,150,2,7
6626589,2020/10/22,f,125,3,15
8285130,2020/10/22,f,119,6,900
8290369,2020/10/20,f,149,1,1125
6628321,2020/10/20,f,40,1,1125
8580033,2020/10/22,f,52,,
8291582,2020/10/24,f,100,2,1125
6634808,2020/10/20,f,125,1,1125
8581191,2020/10/22,f,115,,
8293924,2020/10/22,f,700,3,1125
6638084,2020/10/20,f,55,2,31
6690195,2020/10/20,f,69,1,1125
8294952,2020/10/22,f,152,2,1125
8592302,2020/10/20,f,52,2,1125
8301191,2020/10/22,f,85,1,1125
6721639,2020/10/20,f,205,7,1125
8592877,2020/10/21,f,99,2,1125
8301931,2020/10/22,f,185,3,3
8594813,2020/10/20,f,100,1,10
6740452,2020/10/22,f,499,,
8302929,2020/10/22,f,225,,
8321562,2020/10/20,f,129,7,1125
8594847,2020/10/22,f,65,1,1125
6744307,2020/10/20,f,84,30,1125
8595301,2020/10/22,f,325,,
6766010,2020/10/22,f,59,4,1125
8327051,2020/10/22,f,500,4,1125
8595706,2020/10/20,f,400,1,1125
6777032,2020/10/20,f,75,2,1125
8327560,2020/10/20,f,1000,2,3
8607291,2020/10/24,f,950,5,1125
6782834,2020/10/24,f,555,3,1125
8337250,2020/10/20,t,320,1,1125
8609241,2020/10/24,f,160,1,1125
6792049,2020/10/20,f,40,1,1125
8341884,2020/10/20,f,250,3,1125
8342413,2020/10/22,f,107,2,4
8609590,2020/10/22,f,98,30,365
8609730,2020/10/20,f,200,1,1125
8343187,2020/10/20,f,300,1,1125
8611299,2020/10/20,f,75,1,1125
8349440,2020/10/22,f,350,1,1125
8354052,2020/10/21,t,150,2,1125
8613434,2020/10/20,f,125,2,1125
8614178,2020/10/20,f,799,1,1125
6820899,2020/10/21,t,99,2,1125
8614516,2020/10/20,f,80,1,1125
8628573,2020/10/22,f,149,2,1125
8355807,2020/10/22,f,102,2,1125
8356007,2020/10/22,t,370,1,1125
8356445,2020/10/24,f,600,2,1125
8630661,2020/10/20,f,300,1,1125
8635264,2020/10/20,f,200,1,1125
8363877,2020/10/20,f,49,2,21
8365492,2020/10/20,f,795,2,7
8636306,2020/10/24,f,250,1,1125
8648604,2020/10/22,f,200,1,1125
8370503,2020/10/20,f,499,4,1125
6822336,2020/10/22,f,55,3,1125
8371410,2020/10/22,f,70,2,1125
8649571,2020/10/20,f,600,1,1125
8372093,2020/10/20,f,250,4,9
8654269,2020/10/20,t,300,1,1125
6832830,2020/10/20,f,120,1,1125
8373416,2020/10/22,f,52,3,17
8655628,2020/10/22,f,45,2,1125
6850781,2020/10/20,t,123,1,89
8383427,2020/10/24,f,250,3,4
8663006,2020/10/20,f,70,2,1125
6854195,2020/10/20,f,149,2,30
8387546,2020/10/21,f,138,30,1125
8665469,2020/10/20,t,149,1,1125
8388876,2020/10/20,f,37,29,1125
6868943,2020/10/20,f,469,3,1125
8389915,2020/10/20,f,100,2,31
8668966,2020/10/21,f,68,2,1125
8390383,2020/10/24,f,156,3,1125
6870646,2020/10/23,f,125,30,1125
8390607,2020/10/22,f,118,3,30
8670731,2020/10/21,f,77,1,1125
8392052,2020/10/22,f,140,2,15
8671908,2020/10/22,f,75,7,1125
6887725,2020/10/22,t,80,29,1125
8402953,2020/10/22,t,300,4,1125
6932061,2020/10/22,f,95,3,1125
8672128,2020/10/20,t,299,1,1125
8404063,2020/10/20,f,500,1,3
8672626,2020/10/20,f,424,2,1125
8406405,2020/10/20,f,600,2,4
6935687,2020/10/20,f,120,1,1125
8673580,2020/10/20,f,65,1,1125
8408862,2020/10/20,t,400,2,1125
8673768,2020/10/20,f,100,1,1125
8410531,2020/10/20,t,598,1,1125
8674351,2020/10/21,f,77,1,1125
6935869,2020/10/23,f,295,2,1125
8421560,2020/10/20,f,75,1,1125
8422925,2020/10/20,t,75,1,1125
8684602,2020/10/24,t,65,1,1125
6938778,2020/10/20,f,50,30,1125
8423582,2020/10/20,t,465,2,1125
8426539,2020/10/22,t,135,1,1125
8688394,2020/10/22,f,95,30,1125
8691146,2020/10/20,f,300,1,1125
6955450,2020/10/20,f,37,29,90
8427091,2020/10/20,t,75,1,1125
8697580,2020/10/20,f,200,1,1125
8703781,2020/10/20,f,109,2,28
8427205,2020/10/20,f,100,1,1125
6975186,2020/10/20,t,1200,3,1125
8429604,2020/10/20,t,129,2,28
8705135,2020/10/20,f,45,1,1125
8437392,2020/10/22,f,180,2,5
8722133,2020/10/20,f,333,1,1125
8438090,2020/10/20,f,140,2,1125
6981552,2020/10/22,t,2000,3,1125
8442279,2020/10/22,f,595,,
8740144,2020/10/20,f,90,30,1125
8447116,2020/10/22,f,499,4,8
8740538,2020/10/22,f,80,3,1125
8740559,2020/10/24,f,325,2,1125
8743900,2020/10/22,f,105,2,1125
8455007,2020/10/20,f,249,7,1125
8456949,2020/10/22,f,300,2,1125
8459196,2020/10/20,f,489,3,4
8459820,2020/10/22,f,185,,
8473216,2020/10/22,f,140,1,7
8756436,2020/10/22,f,250,1,1125
8756544,2020/10/22,t,200,,
8761924,2020/10/20,f,185,1,1125
8480556,2020/10/24,f,101,3,1125
7005386,2020/10/22,f,850,3,37
8483460,2020/10/20,f,750,3,4
8485189,2020/10/20,f,250,1,1125
8762934,2020/10/20,f,95,30,1125
8773086,2020/10/22,f,1000,1,1125
8775493,2020/10/24,f,92,2,6
8780307,2020/10/22,f,36,30,1125
8485494,2020/10/22,f,400,4,7
8486228,2020/10/20,f,225,2,12
7005488,2020/10/23,f,100,1,1125
8486971,2020/10/22,f,350,2,1125
8783699,2020/10/20,t,59,2,21
7006588,2020/10/22,f,100,2,32
8488895,2020/10/20,f,850,2,1125
8811995,2020/10/20,f,700,1,1125
8813853,2020/10/22,f,99,1,1125
8489018,2020/10/20,f,90,1,30
8814298,2020/10/20,f,250,2,1125
8815829,2020/10/20,f,155,30,1125
8489021,2020/10/20,f,150,2,4
7020344,2020/10/20,f,900,5,30
8497940,2020/10/20,f,69,2,1125
8499413,2020/10/20,f,179,2,14
8826075,2020/10/20,f,101,30,200
8826503,2020/10/22,f,37,29,1125
8826604,2020/10/20,f,37,29,1125
8843728,2020/10/20,f,295,1,1125
8499809,2020/10/20,t,700,1,1125
8502075,2020/10/20,f,200,2,1125
8505696,2020/10/20,f,440,4,6
8880973,2020/10/20,f,58,1,131
8882372,2020/10/20,f,35,1,1125
8886894,2020/10/22,f,400,1,1125
8506283,2020/10/20,f,80,3,1125
8507456,2020/10/20,f,75,1,1125
8507552,2020/10/22,f,55,4,1125
8507559,2020/10/20,f,54,30,180
8908560,2020/10/24,f,350,1,1125
8909702,2020/10/20,t,315,1,5
8915312,2020/10/24,f,170,2,1125
8920025,2020/10/20,t,75,1,1125
8515332,2020/10/20,f,300,1,1125
8516399,2020/10/20,f,170,1,1125
7033328,2020/10/20,f,67,1,1125
8926402,2020/10/20,f,160,2,1125
8516626,2020/10/20,t,70,1,1125
8980721,2020/10/24,f,97,3,60
8523885,2020/10/20,f,150,1,1125
8985401,2020/10/20,t,795,3,1125
7066704,2020/10/22,f,55,2,7
8986977,2020/10/22,f,48,2,1125
8526072,2020/10/21,t,165,1,1125
8531225,2020/10/20,t,125,1,1125
8989373,2020/10/20,f,70,1,1125
9010732,2020/10/24,f,150,3,6
7075066,2020/10/22,f,39,1,12
8535059,2020/10/22,f,500,1,1125
7094484,2020/10/20,f,85,2,1125
9011892,2020/10/22,f,350,3,5
8535760,2020/10/20,f,585,1,1125
9393984,2020/10/20,f,975,2,1125
8535930,2020/10/22,f,350,1,5
9012503,2020/10/20,f,150,2,1125
9012909,2020/10/20,f,150,2,1125
9013058,2020/10/22,t,150,2,1125
9028362,2020/10/22,f,90,1,1125
8537118,2020/10/20,f,150,1,1125
8538239,2020/10/20,t,950,3,1125
10619716,2020/10/20,t,100,30,90
10626331,2020/10/22,f,385,6,1125
10631929,2020/10/20,f,425,3,1125
9049310,2020/10/24,t,499,2,1125
9055134,2020/10/22,t,120,1,1125
9072951,2020/10/22,f,70,1,1125
10644981,2020/10/20,f,79,1,1125
10650399,2020/10/20,f,275,1,1125
9092423,2020/10/22,f,30,150,1125
9405852,2020/10/22,f,130,2,1125
9113180,2020/10/20,f,97,2,1125
10658992,2020/10/20,f,115,1,1125
9408680,2020/10/22,f,1299,30,90
10671623,2020/10/22,f,150,,
9128459,2020/10/22,f,108,2,3
9128884,2020/10/22,t,100,7,1125
9409777,2020/10/20,f,200,90,365
10685455,2020/10/22,t,495,5,28
9430475,2020/10/20,f,170,3,1125
9434045,2020/10/20,f,100,2,14
9445559,2020/10/22,f,185,1,1125
10694691,2020/10/20,f,129,3,10
9470709,2020/10/20,f,2225,3,28
9136983,2020/10/20,f,139,2,29
10699500,2020/10/22,f,125,3,7
9137791,2020/10/22,f,500,4,1125
9472636,2020/10/22,f,89,1,1125
10701836,2020/10/20,f,200,2,1125
9479064,2020/10/20,f,100,1,1125
9149808,2020/10/20,f,200,1,1125
9479911,2020/10/22,f,65,1,1125
9487955,2020/10/20,f,35,1,1125
10706987,2020/10/20,f,89,2,1125
9157222,2020/10/20,f,150,2,1125
10707904,2020/10/20,f,45,2,1125
9488119,2020/10/22,f,40,31,66
9163030,2020/10/22,f,300,3,1125
10709129,2020/10/22,f,2300,4,1125
9490527,2020/10/20,f,100,30,1125
10711680,2020/10/22,f,400,2,1125
9170221,2020/10/24,f,50,1,1125
10721252,2020/10/22,f,400,2,10
10722974,2020/10/20,f,450,2,1125
9491998,2020/10/24,t,900,2,1125
9182645,2020/10/20,t,601,2,28
10725745,2020/10/22,f,375,5,1125
9183614,2020/10/24,t,95,180,1125
10726898,2020/10/20,f,99,1,1125
9500935,2020/10/20,f,700,1,1125
10732236,2020/10/20,f,345,1,1125
9509077,2020/10/22,f,140,4,1125
9525147,2020/10/22,f,700,2,365
10733649,2020/10/20,f,150,2,1125
9194049,2020/10/20,f,225,2,1125
9219124,2020/10/20,f,300,1,1125
9233544,2020/10/22,f,650,1,1125
10750555,2020/10/20,f,160,1,1125
10751717,2020/10/20,f,999,1,1125
9239771,2020/10/22,f,49,1,1125
9529125,2020/10/20,f,135,1,1125
10764527,2020/10/20,f,1700,2,1125
9252583,2020/10/20,f,37,29,1125
10764579,2020/10/20,f,500,1,1125
9256330,2020/10/20,f,90,7,11
10767302,2020/10/20,t,900,2,1125
10768287,2020/10/20,t,295,3,1125
9261455,2020/10/22,f,95,,
9543878,2020/10/22,f,349,4,1125
10769346,2020/10/20,f,850,5,14
9559710,2020/10/20,f,90,3,30
9626530,2020/10/20,f,37,30,1125
10769659,2020/10/20,t,129,2,1125
9281212,2020/10/20,f,255,3,1125
10770009,2020/10/20,f,449,1,1125
9290254,2020/10/24,f,500,3,1125
9638144,2020/10/20,f,200,1,4
9301420,2020/10/20,f,125,1,1125
10784670,2020/10/20,f,350,1,1125
10784973,2020/10/22,f,500,3,10
10789818,2020/10/20,f,199,2,1125
9301824,2020/10/22,f,100,1,1125
10799894,2020/10/20,f,99,2,1125
10805216,2020/10/20,f,250,1,1125
10806723,2020/10/22,f,450,2,1125
10808197,2020/10/20,f,1700,3,1125
9302845,2020/10/21,f,572,2,14
10825011,2020/10/24,f,100,1,1125
9304254,2020/10/22,f,275,2,1125
9664077,2020/10/22,f,45,3,28
9386774,2020/10/20,f,200,7,1125
10825723,2020/10/20,t,125,2,30
9677205,2020/10/20,f,99,2,7
9392278,2020/10/20,f,75,1,1125
10836166,2020/10/20,f,55,30,90
11147979,2020/10/19,f,300,1,1125
9684896,2020/10/20,f,20,20,1125
10836191,2020/10/22,f,600,1,1125
11161303,2020/10/19,f,29,28,280
10839662,2020/10/22,f,575,3,1125
10846076,2020/10/20,f,185,2,1125
11162065,2020/10/19,f,90,,
9693101,2020/10/21,t,365,2,1125
11163059,2020/10/19,f,65,1,1125
10856933,2020/10/20,f,300,1,1125
10859293,2020/10/20,t,90,1,1125
9694693,2020/10/22,f,27,2,1125
10882327,2020/10/20,f,167,2,1125
11167048,2020/10/22,t,600,4,14
10882393,2020/10/24,f,95,60,1125
9694801,2020/10/20,f,1090,29,365
11168033,2020/10/19,f,999,1,1125
10885857,2020/10/20,f,95,2,1125
10886250,2020/10/20,f,800,1,1125
9731339,2020/10/20,t,92,1,30
10886605,2020/10/20,f,180,1,1125
11177374,2020/10/20,f,1500,2,1125
11177690,2020/10/19,f,200,3,1125
10899205,2020/10/20,f,250,7,120
